%SeedNode-ID Local_Cluster_Size
213557 1184189
618993 6519904
418658 1496292
100037 1552653
205549 4536496
136592 1234536
679694 680128
413330 2078844
225913 570370
86177 502446
469251 484336
527997 506824
101052 1771564
324033 2049277
553201 1735752
266520 4640056
412923 373626
128685 935188
162282 2046506
72611 787563
461297 147144
136331 1201939
302776 204402
568416 3204501
79238 720484
416451 1916704
204733 2319046
543202 1998004
496657 2376897
100707 961308
712403 2706348
503832 1114406
433844 1156924
541539 196650
445171 809015
420408 53360
578047 4793073
339154 1522184
379523 264467
650907 130924
144936 1079765
252167 186723
561871 5093279
311015 3943881
118992 1107751
11766 725948
375519 2054384
204460 85087
588042 2804688
582953 1047829
304323 1820100
149265 1299606
83327 1191107
611658 1609250
381240 1322721
76816 1375649
304407 1366716
601828 1465190
20364 3927504
578160 194657
78097 1265635
87670 3285843
582384 1507796
649448 127493
533260 159338
707986 2003003
81855 727266
507680 3943664
336937 125326
479946 982623
293895 774943
17141 629450
564479 2056514
127326 330204
469210 514832
693935 693445
518040 332415
447550 1329741
449516 1458291
176840 730364
268445 5014340
270615 116696
249377 117327
543021 714725
482188 2939777
149839 2279084
41892 1663973
333570 401232
630754 4271095
113246 194657
588915 1212694
450695 212272
352079 2087343
183002 1710530
152777 1771423
475470 100672
433393 790896
66552 2701023
602924 135321
486288 984002
