%SeedNode-ID Local_Cluster_Size
2231 1405588
127700 1425556
696398 270113
611075 1139873
56508 831913
140302 852000
366174 1197116
359539 844691
184825 1015730
54956 909994
173884 1174857
123706 1159663
281545 1449513
688759 529888
351128 3210282
282802 3320292
291096 1173625
214327 1866870
311759 2063899
400148 194428
190839 615163
312373 717298
383233 1243588
494631 2001809
633182 2078393
442004 3533545
119382 2098673
96928 720484
340851 2083719
64901 1431040
299149 349469
355510 125326
289570 502446
97991 717298
333240 4474451
236799 116696
467265 3306839
240580 629450
281487 435503
585979 335667
378693 1519421
360368 805759
59944 802385
265543 32240
173143 1868642
117949 2217425
215603 393386
523752 1336794
191309 822146
509116 71324
160663 1542757
364459 311843
193165 233134
404841 1426714
224150 1234536
52966 2739702
564479 2056514
293526 1415049
637989 694559
575724 1323399
214816 2602186
573196 156411
364297 4101698
214331 2963903
381671 1774637
609626 1387100
474080 471001
335656 823034
269285 163879
537387 1335305
569841 529888
88085 3936722
631602 5921564
694701 2227326
175403 2757641
285617 212272
164575 1307287
145486 212582
343273 2511929
644737 992862
605065 1208005
289111 3017976
633433 448760
691717 1391237
209274 1802922
84153 85087
653456 3619579
379464 2651139
164214 734446
219511 1047528
490825 621605
470712 1622291
483907 514832
374784 529888
257849 720484
30044 529888
6305 2336491
503340 2392741
336662 2293893
162352 194657
