%SeedNode-ID Local_Cluster_Size
426359 847976
362101 2827419
46193 2739197
310207 903477
567613 529888
212588 2286579
439639 538832
468248 1442117
453872 5931545
445611 2729772
104842 1405032
602067 1312859
614194 654737
668454 4210808
17353 1267691
197194 3106826
482197 2353988
284185 894664
347530 95948
150436 529888
106447 1560516
486782 1107751
629443 1974205
350071 2603124
216826 2681801
427930 183632
518330 680028
289621 703184
132592 1366874
7041 1187182
633028 127493
621763 909994
147374 2296638
662836 1234938
359315 484398
583252 1462899
693777 893266
320197 1749746
477009 1187541
136314 1261859
139586 768612
588610 1317069
269904 1368288
331897 1841311
251974 1313909
140833 615163
488675 475419
219757 1874719
434105 905276
258798 103564
578180 5128809
374556 2647773
322916 1107751
91062 708943
712014 3140769
535869 554262
198096 2112239
244306 1607415
262681 1285994
379619 1498240
159206 1174857
381679 1480096
156298 900573
94333 2808361
492036 1303267
302993 1533975
248589 502446
239317 1850158
259835 1184130
243055 548496
317999 252625
60399 216775
602914 1214599
464877 3061036
592974 1435178
525397 1746467
398042 1103890
308814 1338697
177453 722748
645899 6005652
632030 1939061
546996 165318
217205 1354770
362306 2540156
668323 1277543
459707 1901616
333855 645133
300565 2373702
208162 433675
472719 77615
186794 1404050
468585 737459
94512 116696
321493 138863
635812 1712301
580361 1050083
342501 4607179
546064 1629425
549880 502446
321962 698530
