%SeedNode-ID Local_Cluster_Size
162457 21406
155444 22187
26501 589
119051 7867
123156 7869
111630 393
147318 4801
40349 27321
104768 2029
536 5862
58534 27321
128152 4958
27846 7867
9963 2076
1444 21406
2226 6232
47384 2029
145982 7867
71456 2828
43131 4605
68395 22187
55156 27321
66228 22187
158704 11814
1097 7869
26077 7869
153158 21406
97884 27321
102296 21406
54727 3524
57446 4958
36183 416
154290 27321
94167 22187
157005 27321
136049 11814
15061 11814
154348 11814
65949 2080
67770 21406
114448 7867
133456 22187
54268 27321
138152 27321
119927 2828
6177 2076
56129 21406
46365 2834
112449 22187
25785 5862
43173 1257
100171 21406
37496 21406
27495 21406
69191 4958
57151 21406
3953 7867
48901 27321
4425 6232
77549 4958
22930 11814
132813 11814
88377 2834
138674 6232
74054 11814
80828 4958
52083 11814
127537 687
4782 749
117443 21406
144287 2820
111490 2820
76298 27321
155084 7867
88985 4801
95400 750
104481 2820
39375 27321
59362 2828
133833 2834
85427 22187
125918 7867
77172 22187
85451 393
46831 7869
71557 11814
78487 4801
7088 4801
147198 2820
6092 21406
19977 4801
97851 27321
38330 11814
117100 5862
68758 2820
88517 11814
163965 22187
39307 7867
56012 2828
164675 22187
