%SeedNode-ID Local_Cluster_Size
50028 3524
123441 27321
91686 22187
73389 6232
113115 27321
50975 2877
5187 22187
85114 11814
144331 1257
122633 2369
143650 22187
25230 3524
162725 27321
26499 7869
95570 4958
111246 2877
93452 22187
158333 21406
10468 21406
11582 11814
132568 7867
90191 4605
78382 4839
60039 7869
96719 3524
25461 7867
79919 2080
9011 6232
101190 4801
65430 2369
45896 2877
135877 21406
54064 4801
91527 11814
167295 2076
159375 21406
134775 22187
152398 11814
168552 27321
74044 7869
47834 21406
2484 4801
63814 6232
10119 21406
56805 27321
43971 7869
54625 7867
12392 5862
64058 6232
74166 22187
120169 27321
7588 27321
9348 2877
81095 1507
7886 21406
117643 27321
24397 27321
39348 4958
116369 11814
32744 2877
20042 27321
127027 22187
118130 21406
62773 7869
130631 21406
46370 21406
103724 4801
105733 4839
160782 27321
104450 27321
30235 11814
94238 4839
129402 27321
24697 2080
98138 21406
48958 4605
90190 4801
96115 7869
168223 3524
51729 22187
80740 6232
6819 11814
60795 21406
102956 27321
136175 22187
74732 22187
98766 687
96540 22187
100052 2358
156270 21406
48842 27321
168961 1903
143381 7869
118799 7867
42847 27321
35090 27321
33212 21406
95072 4839
63916 4801
83634 27321
