%SeedNode-ID Local_Cluster_Size
29 180
1720 180
620 818
1302 298
460 217
2119 818
2551 217
2100 180
118 217
928 298
364 818
1409 418
2326 351
2047 418
1507 426
22 418
1760 818
1737 418
2243 818
621 217
1677 818
2287 426
923 298
57 217
879 217
1353 418
1556 298
1892 298
2279 818
1623 818
2633 351
189 418
2471 298
984 298
1242 818
1227 351
487 818
2044 818
789 418
178 180
308 351
1108 426
2161 426
1664 818
654 180
1543 426
906 818
2416 426
1947 818
411 818
422 418
647 426
1053 351
593 298
2608 818
1014 818
707 180
2003 418
1247 818
902 418
1597 298
1733 426
1704 818
785 298
1700 818
1972 426
2178 818
217 818
989 818
553 818
358 426
1607 351
1298 818
991 298
1922 426
1333 418
2481 351
851 426
749 217
75 298
1118 818
1699 298
103 217
867 818
1225 418
342 426
2122 298
2022 426
227 351
2653 351
1762 351
832 818
807 217
1455 418
1853 351
2139 418
2584 818
2466 298
2162 818
2424 180
