%SeedNode-ID Local_Cluster_Size
1645 818
2694 351
2544 298
712 418
1052 818
549 351
899 818
599 818
2209 217
1070 418
2574 818
1509 818
1297 180
1581 217
2564 418
267 351
776 426
1090 818
2412 217
1015 426
771 818
58 818
1576 351
249 180
540 298
1652 818
738 217
891 426
1158 426
1579 818
481 351
2070 180
530 418
2007 217
2219 426
1391 418
1284 818
1867 818
1601 818
87 180
2246 351
2360 351
655 818
2460 426
301 818
857 298
1477 818
794 351
2479 418
2149 180
545 818
2465 298
1512 426
2523 818
1083 426
2260 818
1731 426
2475 351
1249 418
307 180
374 217
340 818
2571 818
1556 298
2138 426
1914 818
1681 426
2445 818
2440 818
318 298
442 426
819 298
1508 818
1533 418
2353 418
2196 418
1968 818
873 818
1981 818
1463 426
593 298
1082 180
1575 418
2115 426
1160 351
1378 217
71 426
1055 818
399 818
305 217
461 818
2119 818
317 351
1275 180
147 298
1989 298
228 418
1230 418
1840 418
709 818
