%SeedNode-ID Local_Cluster_Size
1726609 45406
1074961 131886
1883277 131886
310370 668950
1573443 80795
1355512 114294
2122685 158771
599861 158771
28084 101541
1563037 83594
742254 80795
463638 22575
2252205 158771
2308772 116043
1375093 32500
2425758 151061
1952217 668950
1671169 26911
180768 668950
1759885 40715
113234 42337
995347 668950
386231 668950
557570 172199
982035 32937
1327085 131886
2109548 668950
606866 114294
2019079 80795
1014821 110796
1568359 67358
1736353 172199
349150 668950
1591910 114294
376839 80795
282713 151061
763020 109832
617934 172199
712226 172199
2035223 158771
151684 109832
1652043 151061
182767 172199
1321432 80795
1318895 668950
1208975 114294
242263 83594
1874676 67358
1976637 158771
1063642 172199
915426 1399
1616819 80795
1291012 110796
34093 668950
1258942 116043
207214 42337
763905 101541
2402024 83594
1458543 668950
272024 116043
996920 116043
15028 158771
932604 42337
1839088 42337
571378 83594
1127847 83594
2234323 668950
1332610 172199
1887743 151061
2410057 80795
1099476 668950
2424595 668950
1070140 668950
2395853 158771
1235533 668950
2306862 668950
499668 172199
2207674 668950
2134475 114294
2379820 668950
582515 668950
2368792 668950
385208 131886
2062799 83594
631487 32500
177359 32937
2099213 116043
2365607 131886
639339 158771
1643506 52345
2196276 114294
1010171 45406
195654 114294
368096 158771
1795059 668950
2106071 114294
395476 668950
1334930 668950
2149225 80795
1535069 172199
