%SeedNode-ID Local_Cluster_Size
262286 668950
2206118 151061
2204368 131886
101592 101541
72906 116043
473549 109832
1982890 114294
965498 131886
1604529 668950
1851031 172199
1423205 668950
175909 172199
1865161 668950
666754 158771
1954105 668950
873382 668950
685543 114294
516876 110796
1720910 668950
1404635 116043
625590 131886
1039628 172199
1782741 114294
1003075 109832
688763 26911
925578 52345
345006 45406
2266020 158771
1931620 109832
1850280 80795
1818633 131886
1667259 668950
377045 110796
492612 26911
190099 151061
1178004 566
1160254 109832
274681 114294
2396105 131886
889835 22575
1172973 26911
1419857 158771
1654175 668950
50869 668950
1630308 83594
1635344 49019
1229554 114294
2205362 158771
1406488 52345
226356 668950
750170 114294
1046427 110796
1737385 83594
1615863 158771
748719 42337
790139 158771
1674825 151061
1928277 668950
449529 116043
1918433 32500
971838 83594
25894 52345
1060706 668950
1241697 172199
998945 172199
693348 131886
1884307 172199
810308 110796
785097 668950
377983 101541
2203522 151061
1756296 158771
1430451 67358
2062368 668950
1698776 116043
741930 52345
46862 101541
561663 131886
754048 172199
1863090 52345
2234172 172199
466199 116043
357202 3024
267728 131886
1698235 110796
334220 114294
1522738 32500
1815519 668950
1169465 32937
2178854 114294
1446977 172199
2104864 116043
224582 151061
1685124 668950
2086637 668950
2085002 668950
1578116 45406
820769 151061
2109032 668950
70116 172199
