%SeedNode-ID Local_Cluster_Size
43582 49019
1780238 668950
1213058 668950
2273047 668950
1232227 668950
1772467 172199
2144046 668950
261492 668950
35665 158771
135026 110796
1985787 32937
1561792 668950
1135798 158771
338514 22575
844590 114294
947627 668950
83349 668950
56151 668950
2116057 67358
1944072 40715
2037242 131886
1208586 151061
1130086 110796
1282793 67358
1195444 49019
338632 80795
1035749 116043
275132 668950
333087 131886
973815 172199
1186617 158771
2061496 151061
2118521 42337
1109977 110796
1751271 668950
1541649 668950
1032266 32937
138753 101541
916704 172199
1454485 151061
1948985 668950
1158881 172199
55634 151061
723654 668950
894549 668950
1920276 131886
1776851 668950
2076605 668950
2046592 109832
590986 158771
490131 131886
1773752 158771
1875794 101541
1899471 172199
2325345 22575
1713116 22575
2151823 172199
878117 17438
1144204 158771
2239144 131886
122629 101541
1333264 668950
1423680 668950
1802841 32937
1026549 668950
82754 114294
2181432 668950
1053838 83594
1678239 668950
1055196 668950
487149 49019
2333984 668950
2004522 668950
2401557 172199
2285074 172199
588592 158771
1176226 668950
1971910 668950
439989 131886
596977 668950
217359 40715
2009523 172199
190555 151061
65982 172199
913279 158771
1755512 668950
1468753 668950
2104047 26911
1485998 668950
1176671 45406
1747543 52345
481593 116043
1827124 101541
1458449 67358
1785707 83594
1106853 110796
919250 668950
1338033 101541
1092322 172199
1308927 668950
