%SeedNode-ID Local_Cluster_Size
17027 7739
16849 7875
15404 7875
6206 4103
5632 7875
12712 7875
3918 4103
18512 7875
11454 4103
3463 7739
2716 7875
5020 4103
15194 7739
11404 7739
9266 4103
18477 7739
11581 4103
7264 7739
7448 7875
14120 7739
6712 7739
5291 7875
10821 7875
6839 7739
5364 7875
12791 7875
4041 7875
13392 7875
6947 4103
16318 4103
9024 4103
17744 7739
1448 7875
15355 7875
3872 7875
12437 7739
19581 7739
12109 7875
5433 7875
7390 7875
17647 4103
14986 7739
17089 4103
7766 7875
14930 7739
2390 7739
6102 7739
12752 4103
5461 7875
6154 7875
7305 7739
19550 7875
8168 7875
17977 7739
7620 4103
6942 7875
12956 7739
15694 7875
3571 7739
15598 7875
19483 7875
8706 7875
6034 4103
6378 7875
14871 7875
3728 7739
31 7875
6372 4103
16298 7875
360 7875
9381 7739
10281 7875
8148 7739
13833 7875
9153 7875
13626 7875
16164 7875
19414 7875
11428 7875
6301 7739
7422 7739
13510 7739
7787 7875
17438 7875
2595 7875
4129 7875
14916 7875
7850 7875
18576 7875
17545 7739
5929 4103
10259 7875
9689 7875
15462 7875
9170 7875
11173 7875
6501 7875
9358 7875
17785 7875
16821 7739
