%SeedNode-ID Local_Cluster_Size
13197 4103
10569 7875
11069 4103
286 7739
8880 7875
14292 7875
3577 7875
18341 4103
809 7739
8153 7739
18678 7875
15759 4103
18643 4103
789 4103
10765 7739
686 7875
6179 7875
7816 7739
4223 4103
327 7739
6301 7739
6955 4103
17685 4103
12276 4103
3074 7739
12512 7875
18711 7875
10331 7875
12975 7739
531 4103
3034 4103
19548 7875
14722 7739
13939 7739
9715 7875
16282 7739
8040 7875
1340 4103
9831 7739
7494 4103
19443 7875
14156 7739
4208 4103
10946 7739
10380 4103
14247 7875
15153 7739
836 7739
3188 7875
14353 7875
13910 4103
8054 7875
4989 7875
5069 7739
384 4103
11482 7875
13144 7739
7750 7875
18202 7875
6116 7739
4020 4103
6718 7739
8524 4103
10286 7875
14796 4103
5774 4103
6638 7875
15944 4103
406 7739
4680 7875
11499 7875
8379 7875
15111 7739
15846 7739
16650 7875
2229 7739
19332 4103
7726 4103
19358 7875
13512 7739
7525 7875
10676 7739
4180 7739
2855 7739
18232 7875
5900 7739
3556 4103
11515 7739
18332 7875
11947 7739
12957 4103
13278 7739
7870 7875
18485 7739
9893 7739
18170 7875
3668 4103
10565 7875
13305 7875
15627 4103
