%SeedNode-ID Local_Cluster_Size
8753 7875
2233 7875
15723 7739
1037 4103
844 7875
522 7739
15891 7875
12755 7875
6981 7875
15535 7875
10992 7739
18509 4103
9419 7875
19551 7875
7587 7875
18567 7739
12914 7875
2627 7739
605 7739
7503 7875
7843 4103
9854 4103
16881 7875
8571 7875
942 7739
18807 4103
19092 4103
30 4103
11855 7739
14044 7739
10254 7739
14350 7875
8726 4103
729 7875
13462 7875
17692 4103
793 7739
16874 7739
5843 4103
18984 7739
1901 7739
2641 4103
8212 7739
18061 7739
17785 7875
17342 7739
3526 7875
10564 7739
12340 7875
2663 7875
16737 4103
5587 4103
15564 7739
14584 7875
2659 7875
19387 7739
5864 7875
3667 7739
19084 7875
13384 7875
11977 7875
18385 7739
11271 7739
13362 4103
3674 7875
3349 7739
3727 7875
4043 4103
2077 7739
18512 7875
9981 7875
9138 7739
11405 7739
1576 7875
15557 7875
3803 7739
15949 4103
16651 7739
5287 4103
14844 7739
8809 7875
16606 7875
16152 7875
2498 7739
3586 7875
18821 7875
8699 7875
16574 7875
15255 4103
14358 7875
17915 7739
9105 7739
15288 7739
14761 4103
2366 7739
1623 7739
16559 7739
5924 7875
8199 7739
4995 7739
