%SeedNode-ID Local_Cluster_Size
6402 888
5445 843
596 834
3736 834
7564 801
209 801
6304 883
5439 801
7201 888
3071 883
4571 883
1409 883
625 799
5565 834
2278 876
7194 795
4212 856
3118 834
7106 801
2459 834
2939 799
1353 883
4247 834
3808 876
1626 876
5653 856
7555 888
1493 843
6036 883
4368 883
2301 843
2122 799
7147 888
3476 801
123 883
7438 801
6259 856
3382 834
6117 883
2144 834
7319 801
829 799
815 883
1077 856
608 888
6263 883
6731 883
5882 834
3639 876
2042 795
6662 888
3347 799
4780 876
4500 799
7261 795
3552 876
5461 888
6689 795
1441 888
888 876
6444 856
5564 801
4302 834
2857 876
7118 888
6090 883
267 888
2546 876
6708 888
1629 799
499 883
5382 876
2987 888
1940 834
4278 843
6206 856
4709 883
3349 856
5815 843
5332 795
5091 795
6387 856
6109 795
3146 876
5094 883
1699 883
3971 834
4626 883
3617 883
6160 883
759 795
619 876
2698 834
5733 801
971 801
4775 843
5079 799
1482 888
5503 834
4224 834
