%SeedNode-ID Local_Cluster_Size
3165 801
1465 883
6982 888
4878 883
1349 888
5401 801
5410 883
206 834
5176 843
5991 856
1022 834
330 883
7260 888
5864 883
4590 834
5285 795
1708 876
5220 883
7334 888
3805 834
50 883
6294 795
129 876
1644 799
5802 856
6907 856
2936 834
2611 834
2627 799
3782 883
5520 801
2720 795
3523 799
3830 843
6051 856
1766 843
3594 876
6865 856
455 883
1319 801
3048 876
6157 801
6308 883
5929 795
4005 883
6133 856
4608 799
608 888
3377 795
49 883
4485 856
1355 876
5159 799
2406 843
6258 795
5727 834
2889 834
5737 834
2438 876
4051 876
3737 856
6044 801
3025 834
1876 856
2907 795
5292 843
568 799
487 883
478 801
6590 883
921 843
557 834
186 801
5100 876
4349 876
4525 795
1734 795
7009 801
120 883
5752 834
4633 799
1482 888
5940 795
1403 843
2546 876
1627 843
5489 888
3586 856
6165 801
1679 799
4685 876
3109 883
3148 876
7150 888
3315 843
4944 834
7350 801
2799 856
1498 834
3818 876
