%SeedNode-ID Local_Cluster_Size
2687 863
1183 885
4486 858
1283 858
2053 921
2960 885
4513 858
1867 858
4562 863
4287 777
4510 863
2276 885
1172 921
1167 863
4689 885
4948 858
4998 858
3812 885
2109 863
2149 777
255 892
1287 892
3831 885
2279 921
3502 892
1591 863
4228 885
1682 777
4217 885
2574 863
2352 921
2523 921
3512 921
4531 863
1429 885
2782 858
1596 863
2929 892
4781 863
4937 863
3059 921
1873 777
1378 921
4887 863
1044 892
4199 885
355 892
4054 777
4549 885
4630 863
1200 892
4859 858
2511 892
1850 885
5162 858
374 777
2330 863
407 858
245 885
2457 892
87 885
107 921
2942 885
1302 885
4820 858
4201 892
1196 892
3169 885
31 892
4529 777
2560 921
2671 921
205 885
3363 921
5157 858
1215 885
887 863
5064 777
4239 863
3597 921
1828 863
4590 885
4821 863
2044 863
3243 921
4299 777
2402 858
3139 777
4206 777
1174 858
1721 885
4956 858
200 892
2335 921
1195 885
3658 777
2343 892
3655 885
3900 858
2711 921
