%SeedNode-ID Local_Cluster_Size
3039 921
5098 858
4364 858
4956 858
2006 921
541 858
187 858
2239 892
592 863
1702 921
2959 921
2509 892
4843 858
3748 885
2783 858
3984 777
5137 863
4450 885
1793 858
2767 777
4656 858
4910 858
2143 892
1095 858
1130 921
1539 921
3675 858
2940 863
4154 777
2042 921
1425 777
1416 921
900 863
3257 885
828 863
517 885
409 921
4536 777
3463 885
645 863
3985 892
4695 777
3087 892
5136 858
1350 858
3628 885
1427 921
4632 863
4136 885
1781 921
4907 858
4179 777
4967 863
1070 858
122 863
4830 863
1784 921
3357 863
1314 921
987 921
2146 892
3183 892
470 885
2142 777
1303 921
3391 921
1835 921
4237 858
1604 863
1752 892
1269 921
4097 858
4646 863
4621 863
5065 863
618 885
1566 858
1626 863
3045 921
1524 863
3027 885
4883 777
1614 921
3643 777
4050 892
374 777
4594 858
1223 892
4595 863
2851 892
2341 777
15 863
1122 885
2734 863
3179 921
951 921
5010 858
4528 863
2351 885
301 921
