%SeedNode-ID Local_Cluster_Size
2885 863
4131 858
5108 858
2171 921
2341 777
4794 863
1098 921
3696 863
534 892
307 858
3340 892
598 892
2447 858
1804 863
2852 858
2445 892
1916 892
4552 777
286 921
1464 921
2599 777
5005 863
80 858
4885 777
1238 892
1495 921
4631 863
3627 892
2959 921
1863 885
241 921
3460 885
2692 858
368 892
4266 777
345 858
2570 777
2921 921
81 863
4600 863
4485 885
3426 921
2630 892
850 858
1192 885
3737 885
812 892
646 921
1837 892
1722 892
5021 858
2120 885
1164 858
4749 858
283 921
3524 921
4107 892
4163 885
982 892
1523 921
2304 858
2080 892
72 885
693 921
2071 863
3142 885
4562 863
1921 885
2052 885
2665 921
1846 858
5103 858
4058 777
580 921
3571 863
5079 863
3160 858
370 858
3892 858
4921 863
4038 777
504 858
3263 892
3828 777
951 921
4971 777
1638 885
4986 863
957 777
1452 863
1466 858
603 921
1088 921
2845 892
1530 863
312 858
3963 885
964 892
937 892
3809 777
